Height (m asl),RH (%),Latitude (º),Longitude (º),Pressure (mb),Temperature (K),Wind Direction (º),Wind Speed (m/s)
5567.78561,68.68715,40.04493914,-105.270902,511.238861,262.779266,158.2437822,2.74918633
5570.747598,68.09722,40.04496122,-105.2709103,511.033356,262.7615,158.2117275,2.697315191
5573.541087,67.09239,40.04498107,-105.2709204,510.841064,262.751831,158.1361482,2.642723355
5576.123439,65.62847,40.04500036,-105.2709307,510.67688,262.746948,158.0151915,2.585597228
5578.646657,63.9542274,40.04502195,-105.2709411,510.534729,262.7471,157.8479081,2.52619254
5581.532283,61.978817,40.04504903,-105.270953,510.322784,262.753662,157.6335198,2.464806898
5584.480661,60.23415,40.04507635,-105.2709667,510.1123,262.762665,157.3712192,2.401705949
5587.306962,59.41449,40.04510094,-105.2709816,509.934235,262.766174,157.0605134,2.337120775
5590.144091,59.343174,40.04512285,-105.2709968,509.760437,262.760223,156.7011406,2.271287465
5593.242875,59.4768066,40.04514299,-105.2710115,509.559052,262.750336,156.2929899,2.204460479
5596.668292,59.4588737,40.04516172,-105.2710248,509.3204,262.745758,155.8365035,2.136950165
5600.131767,59.2670135,40.04517871,-105.2710357,509.084229,262.7485,155.3332724,2.069153417
5603.413135,59.0852165,40.04519339,-105.2710441,508.8755,262.754456,154.7855423,2.001524562
5606.592328,59.0038147,40.0452064,-105.271051,508.669373,262.761444,154.1957718,1.93448401
5609.795707,59.074646,40.04521813,-105.2710578,508.456238,262.7667,153.5685932,1.868351335
5613.106934,59.18039,40.04522807,-105.2710652,508.242737,262.763641,152.912969,1.803357777
5616.677392,59.3125458,40.04523642,-105.2710735,508.006622,262.750061,152.2407572,1.73970178
5620.447389,59.4654541,40.0452445,-105.2710832,507.753845,262.730225,151.5632721,1.677580786
5624.258921,59.59406,40.04525323,-105.2710945,507.507019,262.7092,150.8895898,1.617201201
5628.013526,59.6397133,40.04526256,-105.2711062,507.259857,262.690552,150.2269891,1.558754338
5631.627386,59.56372,40.0452722,-105.2711177,507.0196,262.675568,149.5824532,1.502450537
5634.978984,59.46889,40.04528239,-105.2711285,506.802277,262.663544,148.9638889,1.448601138
5638.174752,59.4475021,40.04529272,-105.271139,506.5931,262.655273,148.3803564,1.397548258
5641.279497,59.4767342,40.04530279,-105.2711495,506.388855,262.651031,147.8419532,1.349521788
5644.413145,59.4846,40.0453131,-105.2711592,506.1832,262.647827,147.3586339,1.304620068
5647.616269,59.48525,40.04532341,-105.271168,505.975952,262.6406,146.938811,1.262887869
5650.939749,59.5095024,40.04533241,-105.2711761,505.75116,262.624,146.5894581,1.224350577
5654.271698,59.6085434,40.04533982,-105.271183,505.532623,262.597137,146.3168008,1.189023705
5657.613848,59.747818,40.04534582,-105.2711882,505.3141,262.565552,146.1269863,1.156924396
5660.955542,59.81461,40.04535119,-105.2711922,505.101135,262.5344,146.0276414,1.128077638
5664.378422,59.8058853,40.04535636,-105.2711959,504.877258,262.50647,146.0260408,1.10250686
5667.887931,59.6797943,40.04536188,-105.2712002,504.638336,262.485352,146.1246414,1.080247447
5671.325778,59.5195847,40.04536712,-105.2712047,504.414673,262.46933,146.3193893,1.061361705
5674.701671,59.50662,40.04537213,-105.2712093,504.202332,262.4498,146.6006547,1.045876431
5678.134384,59.6514168,40.04537738,-105.271214,503.974976,262.422028,146.9534345,1.03373662
5681.636622,59.9126968,40.04538286,-105.2712181,503.7389,262.3897,147.3589952,1.024831043
5685.13381,60.19732,40.0453876,-105.271222,503.514618,262.357544,147.7994743,1.019032983
5688.698087,60.46326,40.04539159,-105.271227,503.2865,262.326447,148.261698,1.016228462
5692.410157,60.7305527,40.04539578,-105.2712341,503.0408,262.2951,148.7350074,1.016372339
5696.22123,60.9768143,40.04540042,-105.2712425,502.78598,262.263031,149.2076312,1.019485428
5700.060429,61.30317,40.04540572,-105.2712509,502.54184,262.2306,149.6660478,1.025565202
5703.946863,61.6483841,40.04541161,-105.2712586,502.294739,262.196472,150.0961295,1.03451669
5707.93733,61.87559,40.04541774,-105.2712656,502.031219,262.160248,150.4848059,1.046165694
5711.805045,61.81926,40.04542447,-105.2712726,501.7703,262.1274,150.8215863,1.060313703
5715.456427,61.4074974,40.04543293,-105.2712794,501.5319,262.105072,151.0981487,1.076761231
5718.846199,60.9285736,40.04544295,-105.2712858,501.319366,262.092957,151.3066781,1.095326215
5722.263371,60.51493,40.04545411,-105.2712919,501.102264,262.0839,151.4392711,1.115840985
5725.812686,60.19625,40.04546623,-105.2712966,500.872833,262.06955,151.4881997,1.138114444
5729.567649,59.975132,40.04547822,-105.2712985,500.611542,262.046021,151.4485442,1.161912444
5733.193444,59.7778053,40.04548789,-105.2712996,500.381744,262.017578,151.3200899,1.186998572
5736.677736,59.7308121,40.04549621,-105.2713003,500.156372,261.990723,151.1070529,1.213170238
5740.061738,59.8944359,40.04550288,-105.2713017,499.940521,261.9656,150.8152045,1.240280961
5743.42824,60.0718956,40.04550879,-105.2713052,499.7142,261.937775,150.4485676,1.268238123
5746.806858,60.00788,40.04551604,-105.2713106,499.496,261.905,150.0079911,1.297007207
5750.34381,59.47961,40.04552559,-105.271318,499.273956,261.870026,149.4933305,1.326560835
5754.198549,58.8318825,40.04553736,-105.2713279,499.020142,261.837433,148.9061056,1.356825651
5758.219203,58.53146,40.04555041,-105.2713393,498.766418,261.807281,148.2505407,1.387707887
5762.392147,58.66181,40.04556298,-105.2713501,498.482819,261.7765,147.5342782,1.419143638
5766.325671,58.8124237,40.04557336,-105.2713591,498.222351,261.744629,146.7679246,1.451048901
5769.875846,58.6804657,40.04558183,-105.2713661,498.007629,261.7123,145.9621238,1.48331399
5773.28,58.4071846,40.04559023,-105.2713719,497.790619,261.679749,145.1256719,1.515883307
5776.71394,58.45533,40.04560004,-105.2713771,497.559143,261.646881,144.2682384,1.548783219
5780.123065,58.88765,40.04561171,-105.2713827,497.338,261.6114,143.4020808,1.582087792
5783.592748,59.5217628,40.04562521,-105.2713895,497.114624,261.570862,142.541725,1.615910864
5787.165089,60.0512428,40.04564033,-105.2713981,496.8825,261.52713,141.7035221,1.650404608
5790.867872,60.2409363,40.04565513,-105.2714083,496.645477,261.486542,140.9032665,1.685741198
5794.716134,60.1353836,40.04566746,-105.2714209,496.399261,261.452637,140.1530489,1.722081221
5798.687137,59.8414955,40.04567636,-105.2714363,496.137,261.4225,139.4624834,1.759475069
5802.596618,59.57476,40.04568292,-105.271454,495.8858,261.390472,138.8419495,1.797801241
5806.370425,59.73637,40.04568903,-105.2714733,495.6415,261.3552,138.3036186,1.836851754
5809.963441,59.8239937,40.04569685,-105.2714943,495.409973,261.322937,137.8609704,1.8764942
5813.469351,58.98668,40.04570779,-105.2715166,495.185883,261.30127,137.5279417,1.916756995
5816.986791,57.3626862,40.04572243,-105.2715394,494.960266,261.287384,137.3160242,1.957873161
5820.594593,56.2597,40.04573932,-105.2715614,494.7301,261.2715,137.2318626,2.000263225
5824.330212,56.0495529,40.04575665,-105.271581,494.483,261.250122,137.2774183,2.044359086
5828.070065,56.0936623,40.04577379,-105.2715974,494.235046,261.2273,137.4520946,2.09038607
5831.690203,56.0167046,40.0457901,-105.271612,494.009583,261.205,137.75479,2.138368401
5835.36685,55.7761574,40.04580415,-105.2716269,493.776917,261.180542,138.1848297,2.188314956
5839.159221,55.5417671,40.04581495,-105.2716429,493.5281,261.1527,138.7400369,2.240320149
5843.092401,55.44151,40.04582179,-105.2716595,493.2724,261.122559,139.4138562,2.294584984
5847.181161,55.37341,40.0458254,-105.271675,493.0089,261.090485,140.1933939,2.351445036
5851.434539,55.0930519,40.04582729,-105.2716888,492.741516,261.0583,141.0604397,2.411284271
5855.86795,54.40806,40.04582965,-105.2717022,492.4668,261.03064,141.9950764,2.474395156
5860.539851,53.81473,40.04583428,-105.2717153,492.152557,261.0088,142.9791976,2.540953189
5865.05451,53.7233276,40.04584337,-105.2717288,491.856476,260.989136,143.9968021,2.611096684
5869.195947,53.81544,40.04585816,-105.2717458,491.604279,260.967529,145.0312422,2.684924286
5873.073074,53.8153572,40.04587761,-105.2717692,491.358337,260.942047,146.0636719,2.762402602
5876.816226,53.86058,40.04589939,-105.2717994,491.109528,260.914459,147.074789,2.843371484
5880.370768,54.03135,40.04592171,-105.2718344,490.881866,260.8862,148.0470623,2.927672446
5883.913316,54.1937561,40.04594471,-105.2718709,490.658173,260.858826,148.9648267,3.015229153
5887.610544,54.0998077,40.04596922,-105.2719048,490.422333,260.840057,149.8139724,3.105979944
5891.553421,53.44773,40.04599517,-105.271933,490.167,260.840973,150.5824767,3.199701093
5895.681694,52.22792,40.04602304,-105.2719538,489.9046,260.8604,151.2612251,3.295868484
5899.983378,51.2621346,40.04605348,-105.2719688,489.6218,260.898529,151.8450105,3.39377037
5904.256712,50.9463425,40.04608644,-105.2719805,489.3506,260.908569,152.33309,3.492757816
5908.536357,50.9937439,40.04612201,-105.2719894,489.086639,260.8817,152.7280365,3.592375027
5912.899853,51.1823273,40.04616017,-105.2719951,488.807434,260.837677,153.0333387,3.692316317
5917.334687,51.39036,40.04619957,-105.2719982,488.5194,260.806915,153.2522906,3.792323854
5921.699431,51.4673576,40.04623864,-105.2720001,488.23642,260.79422,153.389151,3.892121238
5925.94014,51.4341,40.04627694,-105.2720029,487.96344,260.77948,153.4499103,3.991434223
5930.173392,51.3953,40.04631281,-105.2720079,487.703644,260.754517,153.4411532,4.090047007
5934.743066,51.45812,40.04634381,-105.2720142,487.4182,260.716034,153.3692249,4.187801519
5939.717969,51.6867371,40.04636897,-105.2720207,487.106445,260.66684,153.2407445,4.284491842
5945.04925,52.0050926,40.04639189,-105.2720285,486.756622,260.6103,153.0638511,4.379816807
5950.330157,52.29399,40.04641723,-105.272042,486.403381,260.5558,152.8489298,4.473464117
5955.083719,52.36493,40.0464501,-105.2720653,486.11557,260.522369,152.6074969,4.565215372
5959.394821,52.29079,40.04649238,-105.2721009,485.865265,260.505768,152.350347,4.654969195
5963.641673,52.3268661,40.04654049,-105.2721468,485.579285,260.4877,152.0866293,4.742730613
5967.711914,52.5243,40.04658954,-105.2721969,485.303,260.456818,151.8243914,4.828549214
5971.476639,52.71646,40.04663671,-105.2722444,485.075439,260.4096,151.571737,4.912417802
5975.277098,52.83866,40.04668152,-105.2722845,484.8504,260.353638,151.3367525,4.99421721
5979.429747,52.9447,40.04672316,-105.2723177,484.578827,260.3098,151.1259237,5.073747325
5983.889142,53.0119629,40.04676063,-105.2723478,484.2823,260.2775,150.9429658,5.150796901
5988.385761,53.05418,40.04679395,-105.2723784,483.997375,260.245728,150.7893636,5.225123862
5992.871973,53.2016449,40.04682657,-105.2724118,483.7224,260.219269,150.6658703,5.296411741
5997.413491,53.3978081,40.04685993,-105.2724488,483.4428,260.196777,150.5730152,5.364331458
6002.152275,53.6032829,40.04689607,-105.272486,483.13324,260.1756,150.510423,5.42863838
6006.901697,53.9547768,40.04693408,-105.2725203,482.83316,260.150848,150.4765634,5.489198809
6011.55838,54.3182449,40.04697424,-105.2725513,482.5446,260.1206,150.4693674,5.545975201
6016.119497,54.4457245,40.04701507,-105.2725811,482.257965,260.08432,150.4861107,5.598980836
6020.500088,54.467308,40.04705613,-105.2726116,481.972321,260.04538,150.5224406,5.648208269
6024.508289,54.5111351,40.04709842,-105.2726447,481.7168,260.0087,150.5719976,5.693666183
6028.388428,54.53581,40.04714449,-105.2726818,481.477783,259.972473,150.6271824,5.735436167
6032.417261,54.71423,40.04719446,-105.272723,481.227844,259.932373,150.6806542,5.773662728
6036.77446,55.06867,40.04724768,-105.2727661,480.972839,259.887756,150.7264389,5.808504678
6041.582364,55.4346542,40.04730203,-105.2728069,480.652283,259.8407,150.7600026,5.840141965
6046.427761,55.6706238,40.04735437,-105.2728432,480.3038,259.795624,150.7776121,5.868718574
6050.541986,55.7526131,40.04740262,-105.2728763,480.069,259.7545,150.7759097,5.89431997
6054.468574,55.85703,40.04745226,-105.2729031,479.861053,259.714935,150.7514539,5.917078941
6058.926712,56.0704041,40.04750518,-105.2729228,479.5783,259.677521,150.7004724,5.937322189
6064.053111,56.4114532,40.04755999,-105.2729394,479.222534,259.643982,150.6197225,5.955563533
6069.190521,56.77152,40.0476148,-105.2729582,478.8936,259.6115,150.5078992,5.972406837
6074.010134,57.140625,40.047668,-105.2729813,478.609436,259.577576,150.3654651,5.988410915
6078.592633,57.5555,40.04771908,-105.2730097,478.336517,259.543274,150.1935966,6.00400248
6083.175366,57.8504944,40.04776856,-105.2730427,478.030365,259.5088,149.9935776,6.019532609
6087.545259,57.92785,40.04781468,-105.2730798,477.7526,259.47113,149.7669281,6.035382651
6091.683557,57.9254761,40.04785599,-105.2731194,477.5078,259.426422,149.5161959,6.051981655
6095.894565,57.92569,40.04789322,-105.2731581,477.2454,259.3752,149.2460892,6.069755634
6100.162608,58.0427666,40.04792857,-105.2731932,476.966583,259.3253,148.9633402,6.089166082
6104.322349,58.3069725,40.04796548,-105.2732262,476.70816,259.2853,148.6752648,6.110794272
6108.323552,58.64492,40.0480061,-105.2732607,476.4595,259.255341,148.3887455,6.135321065
6112.205717,58.93772,40.04805221,-105.2732989,476.208954,259.228668,148.1102374,6.163357713
6115.915642,59.122406,40.04810375,-105.2733408,475.9838,259.198944,147.8457441,6.195306815
6119.760601,59.3203125,40.0481584,-105.2733843,475.743256,259.163574,147.6008218,6.231267771
6123.836535,59.54825,40.04821291,-105.273427,475.4914,259.124,147.380618,6.271072453
6128.26338,59.70497,40.04826347,-105.2734694,475.2166,259.082275,147.1899885,6.314482183
6132.901977,59.7717247,40.04830852,-105.2735131,474.920166,259.039063,147.032866,6.361391843
6137.489374,59.8493271,40.04834841,-105.2735576,474.6275,258.9959,146.9111297,6.41181218
6141.817315,59.9651451,40.04838459,-105.2736017,474.362885,258.952759,146.8242512,6.465780862
6145.938288,60.099144,40.04842031,-105.2736454,474.1102,258.908417,146.7701319,6.523343192
6150.030898,60.26558,40.04845747,-105.2736895,473.8645,258.864441,146.7463032,6.58452768
6154.279081,60.43307,40.0484968,-105.2737344,473.5922,258.82196,146.7509124,6.649249803
6158.585834,60.5867043,40.04854002,-105.2737795,473.3165,258.7798,146.7827401,6.717270873
6162.738004,60.78338,40.04858777,-105.2738245,473.061554,258.73877,146.8399829,6.788284868
6166.80038,60.9954338,40.04863796,-105.2738701,472.80896,258.700653,146.9192966,6.86195153
6170.753832,61.1513,40.04869152,-105.2739171,472.56842,258.6625,147.0160504,6.937856879
6174.745437,61.28537,40.04874915,-105.2739661,472.3208,258.6219,147.1250132,7.01555567
6178.727156,61.4085541,40.04881044,-105.2740152,472.070282,258.58316,147.240789,7.09467331
6182.658655,61.57093,40.04887339,-105.2740614,471.816528,258.5497,147.3582283,7.174903987
6186.354404,61.7306023,40.04893613,-105.2741026,471.5909,258.518738,147.4730762,7.255902722
6190.00778,61.8551064,40.04899666,-105.2741387,471.371,258.486542,147.5823612,7.337163786
6193.792816,62.01163,40.04905444,-105.2741716,471.141052,258.450928,147.6839379,7.418034542
6197.813542,62.1849823,40.04911095,-105.2742048,470.8878,258.411224,147.775875,7.497905731
6201.866913,62.2958145,40.04916819,-105.2742423,470.627716,258.369934,147.8564899,7.576369736
6205.762135,62.4432755,40.04922687,-105.2742843,470.377563,258.331024,147.9242509,7.653168704
6209.336825,62.666954,40.04928687,-105.2743296,470.168121,258.295563,147.9773492,7.728040001
6212.822762,62.9604073,40.04934757,-105.2743776,469.965363,258.262817,148.0139458,7.800675989
6216.516478,63.35962,40.04940721,-105.2744285,469.72937,258.230652,148.0330616,7.870791009
6220.425949,63.8195763,40.04946583,-105.2744832,469.466766,258.1965,148.0350044,7.938168596
6224.241699,64.20975,40.04952567,-105.2745417,469.240082,258.16153,148.0211287,8.002634647
6228.097935,64.63309,40.04958826,-105.2746027,469.021271,258.127747,147.9933769,8.064004825
6232.256369,65.33334,40.0496544,-105.2746632,468.7531,258.094971,147.9539964,8.122051998
6236.508026,66.2670746,40.04972372,-105.2747199,468.474854,258.06485,147.9055619,8.176512513
6240.54872,66.96447,40.04979559,-105.2747718,468.234436,258.035248,147.851175,8.227174996
6244.466746,66.9979858,40.0498683,-105.27482,468.001,258.000061,147.7940053,8.273977992
6248.424438,66.77727,40.04994076,-105.2748649,467.753418,257.961334,147.7363946,8.317030945
6252.402022,67.24627,40.05001176,-105.2749077,467.500458,257.9268,147.6798328,8.356557436
6256.424179,68.63076,40.05008014,-105.274951,467.2548,257.898651,147.6256136,8.392747293
6260.553194,70.14284,40.05014495,-105.2749978,467.00647,257.873566,147.575269,8.425650891
6264.886922,71.20909,40.05020568,-105.27505,466.743042,257.84668,147.5302009,8.455195878
6269.363413,71.8673553,40.05026216,-105.2751081,466.4629,257.8159,147.4912693,8.481245848
6273.791695,72.43519,40.05031707,-105.2751706,466.176147,257.7831,147.4587147,8.503638345
6277.838921,72.93867,40.05037422,-105.2752349,465.9354,257.7494,147.4325753,8.522244243
6281.683179,73.30624,40.05043469,-105.2752994,465.709,257.7133,147.4129866,8.536995954
6285.502945,73.46743,40.05049836,-105.2753633,465.474243,257.675659,147.4002307,8.547903679
6289.425122,73.673,40.05056489,-105.2754254,465.2264,257.639771,147.3944753,8.555052385
6293.385888,74.09397,40.05063348,-105.2754848,464.9764,257.60672,147.3955312,8.558537693
6297.297885,74.53835,40.05070302,-105.2755423,464.740875,257.5739,147.4026762,8.558384066
6301.190855,74.83685,40.05077212,-105.2755972,464.514374,257.538361,147.4144972,8.554512366
6305.222391,75.11585,40.05083915,-105.275649,464.2559,257.4992,147.4289311,8.54679543
6309.200325,75.4131,40.05090492,-105.2756976,464.00235,257.458679,147.4437475,8.535133519
6312.974468,75.63132,40.05097052,-105.2757449,463.7782,257.4211,147.456815,8.519495328
6316.677937,75.82395,40.05103603,-105.2757919,463.560547,257.389252,147.4660307,8.499886364
6320.515517,76.03776,40.05110129,-105.275839,463.32132,257.360962,147.4695324,8.476281572
6324.478126,76.26755,40.05116673,-105.2758868,463.0699,257.330231,147.4659212,8.448559925
6328.459092,76.602356,40.05123266,-105.2759364,462.829224,257.292969,147.4540897,8.416514625
6332.462473,76.94624,40.05129953,-105.2759884,462.590576,257.252,147.4327492,8.379933361
6336.544177,77.31199,40.05136773,-105.2760423,462.340668,257.21283,147.4002728,8.338756483
6340.64626,77.82831,40.05143583,-105.2760977,462.0837,257.177948,147.3548378,8.29315673
6344.635778,78.35457,40.05150322,-105.2761537,461.840332,257.1469,147.2949157,8.243436837
6348.411058,78.70762,40.05156999,-105.2762105,461.6165,257.118073,147.2197428,8.189863745
6352.019908,78.92463,40.05163693,-105.2762681,461.389618,257.090179,147.1291188,8.132649473
6355.526702,79.04102,40.05170541,-105.276324,461.168182,257.0639,147.0228027,8.07202674
6358.929229,78.9939041,40.05177443,-105.2763765,460.966644,257.040375,146.9006201,8.008335356
6362.483573,78.72293,40.0518423,-105.2764245,460.7686,257.019928,146.763131,7.942044374
6366.523498,78.25973,40.05190944,-105.2764683,460.510956,257.001923,146.6118984,7.873629881
6370.795606,77.86838,40.05197354,-105.2765103,460.226685,256.986664,146.4491002,7.80344351
6374.756295,77.51978,40.05203139,-105.2765542,460.0013,256.97644,146.2767686,7.731724531
6378.581483,77.2547455,40.05208647,-105.2766008,459.773865,256.970337,146.0960892,7.658721721
6382.407658,77.25784,40.05214062,-105.2766513,459.5369,256.9655,145.9074317,7.584806267
6386.257045,77.41018,40.05219303,-105.2767054,459.306274,256.963837,145.7111172,7.510448263
6390.244657,77.37615,40.05224269,-105.2767617,459.065643,256.968353,145.5076977,7.436109569
6394.374347,76.69285,40.05229009,-105.2768187,458.80603,256.979462,145.297749,7.362225178
6398.453356,75.12754,40.05233642,-105.2768751,458.556671,257.001068,145.0818831,7.289239831
6402.391594,72.84838,40.05238236,-105.2769293,458.327148,257.038177,144.8611002,7.21760306
6406.344707,70.6356,40.05242766,-105.2769805,458.0847,257.085083,144.6367403,7.147705794
6410.284026,69.14575,40.0524727,-105.2770278,457.843231,257.1282,144.409818,7.079848751
6414.198374,68.32007,40.05251879,-105.2770721,457.6082,257.159973,144.1807962,7.014258377
6418.100281,67.65626,40.05256688,-105.2771153,457.373322,257.1825,143.9501291,6.951123855
6422.019169,67.138504,40.05261726,-105.2771579,457.1353,257.199615,143.7183354,6.890575699
6425.862637,66.82391,40.05266943,-105.2771992,456.901123,257.211884,143.4856137,6.832672632
6429.597337,66.63907,40.05272162,-105.2772401,456.6755,257.219238,143.2514487,6.777395658
6433.219005,66.34163,40.05277231,-105.2772824,456.456238,257.223053,143.0146764,6.72466673
6436.754265,65.78662,40.05282214,-105.2773267,456.2431,257.2267,142.774015,6.674380545
6440.262014,65.06026,40.05287155,-105.2773737,456.037231,257.233246,142.5287626,6.626386524
6443.86758,64.4188,40.05292006,-105.277424,455.8135,257.241364,142.2785124,6.580479526
6447.471187,63.9558,40.05296666,-105.2774761,455.594452,257.2484,142.0224585,6.536444343
6451.035843,63.844635,40.05301151,-105.2775275,455.38205,257.252472,141.7596737,6.494086154
6454.575495,64.06158,40.05305513,-105.277576,455.167938,257.2498,141.4897736,6.453202938
6458.101844,64.2872238,40.0530973,-105.277621,454.956879,257.2377,141.2126908,6.413535358
6461.639705,64.34044,40.05313765,-105.2776642,454.742828,257.2184,140.9283288,6.37476585
6465.193816,64.20938,40.05317672,-105.2777077,454.527374,257.19577,140.6367691,6.336572586
6468.803532,64.0035,40.05321558,-105.2777524,454.310577,257.171448,140.3386485,6.298655573
6472.499525,63.731926,40.05325612,-105.2777981,454.089966,257.1462,140.0349605,6.260697944
6476.309253,63.3731346,40.0532997,-105.2778446,453.8667,257.12146,139.7265615,6.22236513
6480.24509,62.9892731,40.05334612,-105.2778921,453.6247,257.100128,139.4142096,6.18339196
6484.165355,62.71825,40.05339498,-105.27794,453.381,257.0842,139.0990494,6.143636668
6487.906453,62.6211281,40.05344472,-105.2779882,453.163025,257.071136,138.7828004,6.103002585
6491.551016,62.69038,40.05349322,-105.278035,452.953339,257.057373,138.4677268,6.061350946
6495.245446,62.8769569,40.0535379,-105.2780789,452.730682,257.040466,138.1564731,6.018529773
6498.992011,63.12488,40.05357682,-105.2781213,452.49292,257.018982,137.8514969,5.974451374
6502.587936,63.40525,40.0536103,-105.278166,452.2773,256.9934,137.5548089,5.929087353
6506.0733,63.6553268,40.0536408,-105.2782154,452.080872,256.964722,137.2681659,5.882429027
6509.685496,63.8648262,40.05367036,-105.2782716,451.864777,256.9343,136.9930418,5.834512662
6513.48804,63.91354,40.05370091,-105.278333,451.629761,256.9041,136.7302835,5.785466725
6517.336833,63.7024,40.05373444,-105.2783945,451.396332,256.875641,136.4802314,5.735456549
6521.195038,63.3016968,40.05377168,-105.2784522,451.169617,256.8496,136.2432728,5.684644825
6525.071921,62.8050423,40.05381087,-105.2785057,450.9428,256.8264,136.020238,5.633212919
6529.007914,62.23423,40.05385001,-105.2785559,450.7083,256.806946,135.8126608,5.581404358
6532.931012,61.4721069,40.053888,-105.278603,450.470337,256.792145,135.6223506,5.529488369
6536.737608,60.4980965,40.05392487,-105.2786478,450.234467,256.7832,135.4507671,5.477711043
6540.248481,59.39043,40.05396055,-105.278691,450.032837,256.782532,135.2986203,5.426235795
6543.64776,58.3437424,40.05399431,-105.2787327,449.837158,256.7901,135.1668926,5.375393251
6547.132737,57.4858475,40.05402606,-105.2787727,449.627136,256.800934,135.0559658,5.325401126
6550.640043,56.99947,40.05405686,-105.2788118,449.4112,256.807953,134.9659929,5.276500082
6554.105371,56.8897972,40.05408751,-105.2788517,449.203125,256.8076,134.8967144,5.228856487
6557.463452,56.80486,40.05411817,-105.2788922,448.999176,256.801727,134.8475009,5.182579751
6560.768713,56.6318321,40.05414862,-105.2789317,448.810516,256.793243,134.817307,5.137748722
6564.264565,56.45658,40.05417885,-105.2789701,448.611633,256.7818,134.8050993,5.09442444
6568.156375,56.4294319,40.05420861,-105.2790096,448.367523,256.7652,134.8104824,5.05267923
6572.180304,56.5556679,40.05423808,-105.2790512,448.129272,256.7448,134.8335783,5.01256986
6576.285068,56.6314964,40.05426724,-105.2790937,447.882751,256.725281,134.8742367,4.97409422
6580.284866,56.5920448,40.05429637,-105.2791353,447.648865,256.7088,134.9322362,4.937199026
6584.180254,56.54446,40.05432572,-105.279175,447.4273,256.692474,135.0079804,4.901807872
6588.051381,56.54589,40.05435512,-105.2792133,447.189636,256.671631,135.102199,4.867816201
6591.819495,56.6173439,40.05438414,-105.2792519,446.9568,256.6455,135.2150707,4.835096375
6595.354398,56.7144165,40.05441264,-105.279291,446.7564,256.6164,135.3460813,4.80353809
6598.885458,56.78759,40.05444021,-105.2793312,446.555267,256.586151,135.4949329,4.77308062
6602.620589,56.8116646,40.05446716,-105.2793747,446.328735,256.554535,135.6622107,4.74365296
6606.52578,56.8596764,40.05449485,-105.2794216,446.088257,256.520752,135.849189,4.715083753
6610.371015,56.966877,40.05452492,-105.2794686,445.8671,256.4869,136.0572966,4.687134872
6614.240224,57.0565758,40.05455711,-105.2795131,445.6407,256.456421,136.2878131,4.659628202
6618.069138,57.06435,40.05459057,-105.2795537,445.409119,256.4305,136.542055,4.632458698
6621.804348,57.00526,40.05462409,-105.2795904,445.1894,256.4087,136.8216452,4.605505789
6625.481143,56.9259529,40.05465762,-105.2796237,444.975281,256.388672,137.1275369,4.57860288
6629.185095,56.9292755,40.05469018,-105.279655,444.752838,256.366638,137.4585539,4.551590916
6632.891698,57.0016747,40.05472091,-105.2796856,444.53833,256.340363,137.8117691,4.524400679
6636.716725,57.0830345,40.05474848,-105.2797173,444.3062,256.310822,138.1843945,4.49709336
6640.611538,57.16064,40.05477307,-105.2797508,444.077637,256.281281,138.5752361,4.46984459
6644.579014,57.240036,40.05479594,-105.2797864,443.852081,256.253,138.9844617,4.442876811
6648.712541,57.414402,40.05482005,-105.2798241,443.607361,256.22345,139.4125242,4.416357906
6652.828468,57.72011,40.05484689,-105.2798633,443.355316,256.191284,139.8595513,4.39034992
6656.722046,58.03933,40.05487733,-105.2799021,443.121582,256.1574,140.3254701,4.364875377
6660.319873,58.28075,40.05491036,-105.2799397,442.91687,256.122467,140.8101124,4.340010375
6663.887123,58.4813728,40.05494387,-105.2799765,442.713928,256.087128,141.3126259,4.315903643
6667.683481,58.6721,40.05497669,-105.280011,442.496033,256.052734,141.8305705,4.292745993
6671.857314,58.85333,40.05500833,-105.2800417,442.2395,256.0206,142.3598627,4.270743503
6676.077845,59.0275459,40.05503895,-105.2800684,441.987183,255.990875,142.8959203,4.250101154
6680.110028,59.2753944,40.0550685,-105.2800923,441.751465,255.962891,143.4349246,4.231036737
6683.891559,59.65012,40.05509753,-105.2801143,441.530182,255.936218,143.9736327,4.213826651
6687.410365,60.10526,40.05512712,-105.2801355,441.32843,255.911041,144.5082393,4.19880759
6690.924864,60.5178,40.05515623,-105.2801569,441.127533,255.8867,145.0344412,4.186286047
6694.593831,60.87811,40.05518452,-105.2801798,440.90387,255.861572,145.5486213,4.176478145
6698.308362,61.1882973,40.05521312,-105.2802046,440.684723,255.834473,146.0477665,4.169534329
6701.987069,61.461586,40.05524294,-105.2802313,440.4751,255.80513,146.5283993,4.165612381
6705.682047,61.75075,40.05527336,-105.2802599,440.246063,255.774689,146.9863208,4.164914999
6709.205824,62.098484,40.05530473,-105.2802895,440.045746,255.7448,147.4172441,4.167671104
6712.730633,62.5240135,40.05533753,-105.2803196,439.8472,255.7163,147.8172904,4.174070641
6716.42062,62.9150429,40.05537199,-105.2803503,439.628052,255.689087,148.1831628,4.184202634
6720.290306,63.16612,40.05540688,-105.2803805,439.399139,255.662384,148.5122731,4.198068519
6724.147442,63.25643,40.05544079,-105.2804087,439.169556,255.636566,148.8026611,4.215664737
6727.882941,63.2869835,40.05547441,-105.2804329,438.952118,255.613144,149.0523137,4.2370273
